0,1,3,9,13,23,25,34,36,38,40,52,54,59,63,67,76,85,86,90,93,98,107,113
0,2,3,9,14,23,26,34,36,39,40,52,55,59,63,67,76,85,86,90,93,99,108,114
1,2,4,9,15,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,108,115
2,1,3,10,15,23,25,34,36,38,41,52,54,59,63,67,76,85,86,90,93,98,107,113
3,2,3,9,16,24,28,34,37,39,40,53,54,59,63,67,76,85,86,90,94,99,109,114
4,2,3,10,14,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,108,114
5,2,4,9,15,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,98,108,115
6,2,4,10,15,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,107,115
7,1,3,10,15,23,25,34,36,38,43,52,54,59,63,67,76,85,86,90,93,98,110,114
8,2,4,9,14,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,98,107,115
9,2,3,10,14,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,108,114
10,2,3,10,14,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,107,115
11,2,4,9,14,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,99,107,114
12,1,3,10,15,23,25,34,36,38,40,52,54,59,63,67,76,85,86,90,93,99,110,113
13,2,3,11,13,24,28,34,37,39,41,53,54,59,64,67,76,85,86,90,94,98,109,114
14,2,5,11,16,24,28,34,36,38,40,52,54,59,63,67,76,85,86,90,93,99,111,113
15,2,6,11,15,24,28,34,37,39,40,53,54,59,63,67,76,85,86,90,94,99,109,114
16,1,3,9,13,23,25,34,36,38,41,52,54,59,63,67,76,85,86,90,93,98,107,114
17,1,3,10,15,23,25,34,36,38,41,52,54,59,63,67,76,85,86,90,93,99,107,113
18,1,3,9,13,23,25,34,36,38,40,52,54,59,63,67,76,85,86,90,93,99,107,113
19,2,4,9,14,23,26,34,36,39,40,52,55,59,63,67,76,85,86,90,93,99,107,115
20,1,3,10,13,23,25,34,36,38,41,52,54,59,63,67,76,85,86,90,93,99,110,114
21,2,4,10,14,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,99,107,115
22,2,4,10,15,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,99,108,115
23,2,4,9,15,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,98,107,115
24,1,6,9,15,23,25,34,36,38,41,52,54,59,63,67,76,85,86,90,93,99,110,114
25,2,3,10,14,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,108,115
26,2,3,10,15,23,27,34,36,39,44,52,55,59,63,67,76,85,86,90,93,99,108,115
27,2,6,11,13,24,28,34,36,38,40,52,54,59,63,67,76,85,86,90,93,98,111,113
28,2,3,9,14,23,26,34,37,38,41,53,56,59,63,67,76,85,86,90,93,99,110,116
29,2,4,9,14,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,108,115
30,1,3,10,15,23,25,34,36,38,40,52,54,59,63,67,76,85,86,90,93,99,107,113
31,2,3,10,14,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,108,115
32,2,3,10,13,23,27,34,36,39,43,52,57,59,65,67,76,85,86,90,93,99,111,117
33,2,4,10,14,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,107,115
34,2,3,11,14,23,27,34,37,38,44,53,56,59,63,67,76,85,86,90,93,99,110,116
35,2,5,11,16,24,28,34,36,38,40,52,54,59,63,67,76,85,86,90,93,98,110,113
36,1,3,10,13,23,25,34,36,38,44,52,54,59,63,67,76,85,86,90,93,99,107,113
37,2,3,11,14,23,26,34,37,38,43,53,56,59,63,67,76,85,86,90,93,99,110,116
38,2,4,9,14,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,107,115
39,2,4,10,14,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,107,114
40,2,3,10,14,23,27,34,36,39,41,52,57,59,65,67,76,85,86,90,93,98,111,117
41,2,3,11,13,24,28,34,36,38,42,52,54,59,63,67,76,85,86,90,93,98,111,113
42,1,3,10,15,23,25,34,36,38,43,52,54,59,63,67,76,85,86,90,93,99,110,114
43,2,3,9,14,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,98,108,115
44,2,3,10,15,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,108,114
45,2,3,10,14,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,107,115
46,2,3,9,15,23,27,34,36,39,44,52,55,59,63,67,76,85,86,90,93,99,108,115
47,2,3,10,14,23,27,34,36,39,41,52,57,59,65,67,76,85,86,90,93,99,107,117
48,2,6,10,14,23,27,34,36,39,44,52,57,59,65,67,76,85,86,90,93,98,107,117
49,2,3,10,13,23,26,34,36,39,44,52,57,59,65,67,76,85,86,90,93,98,107,114
50,2,3,9,15,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,107,114
51,2,4,9,15,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,99,108,115
52,1,3,10,13,23,25,34,36,38,40,52,54,59,63,67,76,85,86,90,93,99,110,113
53,1,3,9,15,23,25,34,36,38,40,52,54,59,63,67,76,85,86,90,93,98,110,113
54,2,4,10,14,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,98,107,115
55,2,6,11,16,24,28,34,37,39,41,53,54,59,63,67,76,85,86,90,94,99,109,114
56,2,4,9,15,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,99,108,114
57,2,3,9,14,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,108,114
58,2,3,10,13,23,26,34,36,39,43,52,57,59,65,67,76,85,86,90,93,98,111,117
59,2,5,11,16,24,28,34,36,38,40,52,54,59,63,67,76,85,86,90,93,99,110,113
60,2,4,10,14,23,26,34,36,39,40,52,55,59,63,67,76,85,86,90,93,99,107,115
61,2,4,9,14,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,107,115
62,2,4,10,14,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,108,115
63,2,4,10,15,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,107,114
64,2,6,9,13,24,28,34,37,39,40,53,54,59,63,67,76,85,86,90,94,98,109,114
65,2,3,9,15,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,107,114
66,2,6,10,14,23,26,34,36,39,44,52,57,59,65,67,76,85,86,90,93,99,107,114
67,2,3,10,14,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,98,108,114
68,2,3,11,16,24,28,34,36,38,43,52,54,59,63,67,76,85,86,90,93,99,110,113
69,2,6,11,14,23,27,34,37,38,43,53,56,59,63,67,76,85,86,90,93,99,110,116
70,2,4,10,15,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,107,115
71,2,6,11,14,23,27,34,37,38,44,53,56,59,63,67,76,85,86,90,93,99,110,116
72,2,3,10,13,23,26,34,36,39,43,52,57,59,65,67,76,85,86,90,93,98,107,117
73,2,4,9,14,23,26,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,107,114
74,2,6,9,14,23,27,34,37,38,43,53,56,59,63,67,76,85,86,90,93,99,110,116
75,2,3,9,15,23,27,34,37,38,41,53,56,59,63,67,76,85,86,90,93,100,110,116
76,2,6,10,13,23,27,34,36,39,43,52,57,59,65,67,76,85,86,90,93,99,111,117
77,1,3,10,13,23,25,34,36,38,44,52,54,59,63,67,76,85,86,90,93,99,110,113
78,2,6,10,13,23,26,34,36,39,41,52,57,59,65,67,76,85,86,90,93,99,111,114
79,2,3,9,13,24,28,34,37,39,40,53,54,60,63,67,76,85,86,90,94,99,107,114
80,1,3,10,15,23,25,34,36,38,44,52,54,59,63,67,76,85,86,90,93,98,107,114
81,2,6,11,16,24,28,34,36,38,41,52,54,59,63,67,76,85,86,90,93,99,111,113
82,2,3,11,16,24,28,34,37,39,41,53,54,59,63,67,76,85,86,90,94,99,107,114
83,2,3,10,14,23,27,34,36,39,44,52,57,59,65,67,76,85,86,90,93,98,107,114
84,2,3,9,13,24,28,34,37,39,40,53,54,59,63,67,76,85,86,90,94,98,107,114
85,2,4,9,15,23,26,34,36,39,44,52,55,59,63,67,76,85,86,90,93,98,107,114
86,2,3,9,15,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,99,107,114
87,2,6,10,13,23,27,34,36,39,44,52,57,59,65,67,76,85,86,90,93,98,111,114
88,2,5,11,13,24,28,34,36,38,41,52,54,59,63,67,76,85,86,90,93,99,110,113
89,2,3,11,13,24,28,34,36,38,41,52,54,59,63,67,76,85,86,90,93,99,111,113
90,2,4,9,15,23,27,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,107,114
91,2,3,10,14,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,98,107,114
92,2,3,10,14,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,98,108,115
93,2,3,9,13,24,28,34,37,39,41,53,54,59,63,67,76,85,86,90,94,99,109,114
94,2,3,9,15,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,107,114
95,2,6,10,13,23,27,34,36,39,43,52,57,59,65,67,76,85,86,90,93,99,107,114
96,2,3,9,14,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,108,114
97,2,4,9,15,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,107,114
98,2,3,10,15,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,98,107,114
99,2,3,11,13,24,28,34,37,39,43,53,54,60,63,67,76,85,86,90,94,98,107,114
100,2,4,9,14,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,108,114
101,2,6,10,14,23,27,34,36,39,44,52,57,59,65,67,76,85,86,90,93,99,107,114
102,2,3,10,14,23,26,34,36,39,41,52,57,59,65,67,76,85,86,90,93,98,111,117
103,2,4,10,15,23,27,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,108,114
104,2,3,10,14,23,26,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,108,115
105,2,3,10,14,23,26,34,36,39,44,52,57,59,65,67,76,85,86,90,93,99,111,114
106,2,4,10,15,23,27,34,36,39,41,52,55,59,63,67,76,85,86,90,93,98,107,115
107,2,4,10,15,23,26,34,36,39,42,52,55,59,63,67,76,85,86,90,93,99,107,115
108,2,3,9,14,23,26,34,36,39,40,52,55,59,63,67,76,85,86,90,93,98,108,115
109,2,3,9,14,23,27,34,36,39,44,52,55,59,63,67,76,85,86,90,93,98,108,114
110,2,5,11,16,24,28,34,36,38,42,52,54,59,63,67,76,85,86,90,93,98,111,113
